word1,word2,sim,dir,inv
жж,журнал,1.12,1,2
живаго,доктор,3.75,4,6
живописец,художник,2.0,2,2
живопись,искусство,11.0,11,11
живопись,картина,3.86,5,4
живопись,акварель,2.0,2,3
живопись,натюрморт,2.0,2,3
живопись,пейзаж,2.0,2,2
живопись,рисунок,2.0,2,2
живопись,графика,1.25,1,4
живопись,рембрандт,1.2,3,1
живопись,музыка,1.12,1,2
живот,пузо,5.6,8,6
живот,пресс,4.0,4,4
живот,пиво,2.0,2,7
живот,жир,2.0,2,3
живот,туловище,2.0,2,2
живот,брюхо,2.0,2,3
живот,спина,2.0,3,2
живот,танец,1.31,1,6
живот,кишки,1.12,2,1
животное,зверь,8.0,22,10
животное,собака,7.0,7,7
животное,человек,5.62,7,18
животное,корова,3.75,6,4
животное,кот,3.6,8,4
животное,существо,3.0,3,3
животное,лошадь,3.0,3,3
животное,жираф,2.92,3,4
животное,скотина,2.86,3,5
животное,растение,2.0,7,2
животное,кролик,2.0,2,2
животное,бобруйск,2.0,4,2
животное,обезьяна,2.0,2,5
животное,тигр,2.0,4,2
животное,мясо,2.0,3,2
животное,лев,2.0,3,2
животное,лось,1.29,5,1
животное,зоопарк,1.29,5,1
животное,волк,1.25,4,1
животное,кошка,1.25,4,1
животное,тварь,1.25,4,1
животное,мех,1.2,1,3
животное,конь,1.2,1,3
животное,млекопитающее,1.2,3,1
животное,заяц,1.12,1,2
животное,олень,1.12,1,2
животное,птица,1.12,2,1
животное,дельфин,1.12,1,2
животное,носорог,1.12,2,1
животное,зебра,1.12,2,1
животное,хвост,1.12,1,2
животное,шерсть,1.12,1,2
животные,зоопарк,4.0,4,4
животные,фауна,3.86,5,4
животные,звери,2.73,9,3
животные,млекопитающие,2.0,2,2
животные,природа,2.0,2,4
животные,шерсть,1.12,2,1
животные,млекопитающее,1.12,2,1
животные,растения,1.12,2,1
жигули,машина,2.0,2,3
жигули,пиво,1.25,4,1
жигули,копейка,1.2,3,1
жигули,автопром,1.12,2,1
жигули,волга,1.12,2,1
жид,еврей,2.0,2,3
жидкость,вода,30.57,32,31
жидкость,питьё,3.86,4,5
жидкость,раствор,2.0,2,2
жидкость,напиток,2.0,2,2
жидкость,ртуть,2.0,4,2
жидкость,газ,2.0,6,2
жидкость,сосуд,2.0,6,2
жидкость,вещество,2.0,2,3
жидкость,пиво,1.29,5,1
жидкость,течение,1.2,3,1
жидкость,влага,1.2,3,1
жидкость,текучесть,1.2,1,3
жидкость,моча,1.2,1,3
жидкость,молоко,1.12,1,2
жидкость,пробирка,1.12,2,1
жидкость,бутылка,1.12,2,1
жидкость,кислота,1.12,2,1
жиды,евреи,1.2,3,1
жижа,грязь,2.81,3,6
жизнелюбие,оптимизм,1.12,2,1
жизнь,смерть,40.93,88,51
жизнь,движение,17.11,19,25
жизнь,игра,13.67,16,25
жизнь,смысл,9.2,10,13
жизнь,радость,9.04,21,11
жизнь,любовь,7.76,15,9
жизнь,солнце,6.75,7,8
жизнь,вода,6.1,9,62
жизнь,путь,5.91,14,7
жизнь,дыхание,5.6,8,6
жизнь,судьба,5.6,6,8
жизнь,боль,5.45,9,6
жизнь,дети,4.67,7,5
жизнь,счастье,4.0,19,5
жизнь,вселенная,4.0,4,4
жизнь,опыт,3.86,5,4
жизнь,миг,3.75,6,4
жизнь,мир,3.75,6,4
жизнь,природа,3.75,4,6
жизнь,дорога,3.6,4,8
жизнь,дерево,3.43,4,12
жизнь,рождение,3.3,18,4
жизнь,воздух,2.92,3,4
жизнь,клетка,2.92,4,3
жизнь,человек,2.86,5,3
жизнь,ребёнок,2.81,6,3
жизнь,время,2.78,3,7
жизнь,бытие,2.73,3,9
жизнь,существование,2.68,12,3
жизнь,молодость,2.0,2,2
жизнь,познание,2.0,2,4
жизнь,секс,2.0,2,5
жизнь,начало,2.0,2,2
жизнь,бессмертие,2.0,2,3
жизнь,линия,2.0,2,7
жизнь,разнообразие,2.0,2,2
жизнь,река,2.0,3,2
жизнь,яйцо,2.0,2,2
жизнь,кайф,2.0,2,2
жизнь,школа,2.0,2,5
жизнь,организм,2.0,2,5
жизнь,праздник,2.0,3,2
жизнь,работа,2.0,2,2
жизнь,вечность,2.0,3,2
жизнь,круг,2.0,2,2
жизнь,театр,2.0,2,4
жизнь,наука,1.41,1,14
жизнь,кровь,1.36,1,9
жизнь,свет,1.33,7,1
жизнь,кислород,1.33,1,7
жизнь,смех,1.31,1,6
жизнь,древо,1.31,1,6
жизнь,чудо,1.29,5,1
жизнь,рай,1.29,5,1
жизнь,свобода,1.25,1,4
жизнь,биология,1.25,1,4
жизнь,семья,1.2,1,3
жизнь,планета,1.2,3,1
жизнь,энергия,1.2,1,3
жизнь,душа,1.2,1,3
жизнь,многообразие,1.2,3,1
жизнь,вкус,1.2,1,3
жизнь,дерьмо,1.2,3,1
жизнь,беременность,1.12,1,2
жизнь,гармония,1.12,1,2
жизнь,труд,1.12,2,1
жизнь,волшебство,1.12,1,2
жизнь,семя,1.12,1,2
жизнь,поиск,1.12,2,1
жизнь,еда,1.12,1,2
жизнь,года,1.12,2,1
жизнь,реальность,1.12,1,2
жизнь,учёба,1.12,1,2
жизнь,говно,1.12,1,2
жизнь,ритм,1.12,1,2
жизнь,мама,1.12,1,2
жизнь,разум,1.12,1,2
жизнь,утро,1.12,2,1
жизнь,море,1.12,2,1
жизнь,реинкарнация,1.12,1,2
жизнь,песня,1.12,1,2
жизнь,путешествие,1.12,2,1
жизнь,красота,1.12,2,1
жизнь,удача,1.12,2,1
жилет,броня,1.2,1,3
жильё,дом,4.31,11,5
жильё,квартира,4.25,12,5
жильё,хата,2.0,2,2
жильё,ипотека,1.12,2,1
жир,масло,8.46,11,9
жир,сало,6.25,22,8
жир,липосакция,3.0,3,3
жир,толстяк,2.92,4,3
жир,мыло,2.81,3,6
жир,калории,2.0,2,2
жир,живот,2.0,3,2
жир,маргарин,2.0,2,2
жир,фастфуд,2.0,2,2
жир,белок,1.2,3,1
жир,сковорода,1.12,2,1
жир,ожирение,1.12,2,1
жир,холестерин,1.12,1,2
жир,углевод,1.12,1,2
жираф,шея,4.12,15,5
жираф,животное,2.92,4,3
жираф,зоопарк,2.0,2,6
жираф,африка,2.0,7,2
жираф,слон,2.0,3,2
жираф,саванна,1.25,4,1
жирдяй,толстяк,1.12,1,2
жириновский,лдпр,2.0,2,3
жириновский,клоун,1.2,3,1
жириновский,шут,1.2,1,3
жириновский,юрист,1.12,1,2
жирность,молоко,1.12,1,2
жиртрест,гамбургер,1.12,2,1
жиртрест,толстяк,1.12,2,1
жители,город,1.2,3,1
жмурик,труп,1.12,1,2
жмурик,мертвец,1.12,1,2
жмурки,прятки,1.2,1,3
жнец,жрец,1.2,3,1
жнец,серп,1.2,3,1
жокей,наездник,2.0,2,2
жокей,всадник,1.12,2,1
жонглёр,цирк,2.0,5,2
жопа,задница,3.86,5,4
жопа,попа,3.86,5,4
жопа,европа,2.0,2,2
жопа,зад,1.29,1,5
жопа,голова,1.25,1,4
жопа,анус,1.2,3,1
жопа,сессия,1.12,1,2
жор,голод,1.12,2,1
жратва,еда,3.75,6,4
жрец,жнец,1.2,1,3
жрец,волхв,1.2,1,3
жужжание,пчела,3.75,6,4
жужжание,муха,2.92,3,4
жужжание,шмель,2.0,2,4
жужжание,пчёлы,2.0,2,2
жужжание,жук,1.31,6,1
жужжание,трансформатор,1.12,2,1
жужжание,комар,1.12,2,1
жук,насекомое,5.0,5,5
жук,навоз,2.92,3,4
жук,короед,2.86,3,5
жук,скоробей,2.0,3,2
жук,скарабей,2.0,3,2
жук,жужжание,1.31,1,6
жук,май,1.2,3,1
жук,автомобиль,1.12,2,1
жуки,насекомые,2.0,2,2
жуков,маршал,3.75,6,4
журавли,клин,2.0,5,2
журавли,ключ,1.12,1,2
журавли,цапли,1.12,2,1
журавли,небо,1.12,2,1
журавлик,оригами,1.12,1,2
журавль,колодец,2.0,2,3
журавль,птица,1.29,1,5
журавль,синица,1.2,1,3
журавль,аист,1.12,1,2
журавль,крылья,1.12,1,2
журнал,газета,7.73,8,9
журнал,глянец,6.38,7,10
журнал,мурзилка,5.6,6,8
журнал,блог,2.86,3,5
журнал,страница,2.0,2,2
журнал,статья,2.0,2,3
журнал,книга,1.25,1,4
журнал,гламур,1.2,1,3
журнал,издание,1.2,3,1
журнал,афиша,1.2,1,3
журнал,журналист,1.12,2,1
журнал,картинки,1.12,1,2
журнал,запись,1.12,1,2
журнал,жж,1.12,2,1
журнал,редактор,1.12,1,2
журнал,страницы,1.12,1,2
журналист,пресса,1.31,1,6
журналист,интервью,1.29,1,5
журналист,репортёр,1.25,1,4
журналист,журнал,1.12,1,2
журналист,репортаж,1.12,2,1
журналы,газеты,1.12,1,2
журчание,ручей,2.86,3,5
жуть,кошмар,1.12,2,1
жуть,жесть,1.12,2,1
жуть,мрак,1.12,1,2
жучка,репка,1.12,2,1
жюльен,грибы,1.29,5,1
жёлуди,свинья,1.12,2,1
жёлуди,дуб,1.12,1,2
жёлудь,дуб,10.04,12,21
жёлудь,свинья,2.67,13,3
жёлудь,орех,1.12,2,1
жёлудь,белка,1.12,2,1
жёсткость,твёрдость,1.2,1,3
забава,игра,2.0,6,2
забава,веселье,2.0,2,2
забава,потеха,2.0,2,2
забава,смех,1.25,4,1
забава,сказка,1.12,2,1
забава,утеха,1.12,1,2
забастовка,шахтёры,1.12,1,2
забвение,смерть,1.2,1,3
забой,шахта,2.0,2,2
заболевание,болезнь,2.0,4,2
заболевание,грипп,1.25,4,1
заболевание,простуда,1.12,2,1
забор,краска,5.6,6,8
забор,ограда,4.81,6,5
забор,ворота,3.75,4,6
забор,дырка,2.92,3,4
забор,стена,2.86,5,3
забор,частокол,2.78,7,3
забор,колья,2.0,2,2
забор,ограждение,2.0,2,2
забор,двор,2.0,2,2
забор,изгородь,2.0,4,2
забор,щель,2.0,3,2
забор,калитка,2.0,6,2
забор,доска,2.0,3,2
забор,преграда,2.0,2,5
забор,дыра,2.0,2,2
забор,огород,1.25,4,1
забор,доски,1.25,4,1
забор,решётка,1.25,1,4
забор,препятствие,1.2,1,3
забор,дом,1.2,1,3
забор,плетень,1.2,1,3
забор,надпись,1.12,1,2
забор,кол,1.12,2,1
забор,деревня,1.12,1,2
забор,рабица,1.12,1,2
забор,стройка,1.12,2,1
забор,палки,1.12,1,2
забор,штакет,1.12,2,1
забор,хуй,1.12,2,1
забор,сетка,1.12,2,1
забор,гвоздь,1.12,1,2
забор,барьер,1.12,1,2
забота,опёка,2.0,2,2
забота,нежность,1.29,1,5
забота,ласка,1.12,2,1
забота,мама,1.12,2,1
забота,дети,1.12,2,1
забрало,рыцарь,2.92,3,4
забрало,шлем,2.0,3,2
заварка,чайник,4.81,5,6
заварка,чай,4.31,11,5
заварка,пакетик,2.0,2,2
завершение,конец,4.81,5,6
заветы,ильич,1.12,1,2
завивка,волосы,1.25,4,1
завивка,бигуди,1.2,3,1
завивка,кудри,1.12,1,2
зависимость,наркотики,5.0,5,5
зависимость,наркомания,2.92,4,3
зависимость,наркотик,2.73,3,9
зависимость,привязанность,2.0,3,2
зависимость,алкоголизм,2.0,3,2
зависимость,любовь,2.0,3,2
зависимость,героин,1.31,1,6
зависимость,алкоголь,1.12,1,2
зависимость,рабство,1.12,1,2
зависимость,свобода,1.12,2,1
зависимость,ломка,1.12,2,1
зависть,ненависть,1.25,1,4
зависть,алчность,1.2,1,3
завитки,кудри,1.12,2,1
завиток,загогулина,2.0,2,2
завиток,спираль,1.12,2,1
завитушки,кудри,1.12,1,2
завод,фабрика,7.5,8,10
завод,станок,2.92,3,4
завод,производство,2.81,6,3
завод,часы,2.0,2,2
завод,рабочий,2.0,2,2
завод,трубы,2.0,2,2
завод,предприятие,2.0,2,3
завод,роботы,2.0,2,2
завод,конвейер,2.0,4,2
завод,труба,2.0,2,2
завод,промышленность,2.0,2,4
завод,цех,1.31,1,6
завод,металлургия,1.2,3,1
завод,мануфактура,1.2,1,3
завод,металл,1.12,2,1
завод,машиностроение,1.12,1,2
завод,рабочие,1.12,2,1
завод,гудок,1.12,2,1
заводь,река,1.12,1,2
завоевание,война,1.12,2,1
завтрак,утро,3.67,4,7
завтрак,обед,2.0,2,2
завтрак,омлет,2.0,5,2
завтрак,бутерброд,2.0,2,3
завтрак,еда,1.35,1,8
завтрак,каша,1.29,5,1
завтрак,ужин,1.25,4,1
завтрак,трава,1.2,3,1
завывание,ветер,1.12,2,1
загадка,отгадка,8.0,8,8
загадка,тайна,8.0,8,8
загадка,ребус,4.81,6,5
загадка,вопрос,3.86,5,4
загадка,шарада,3.75,4,6
загадка,секрет,2.0,2,2
загадка,девушка,2.0,2,2
загадка,разгадка,2.0,2,3
загадка,ответ,1.29,5,1
загадка,сфинкс,1.25,1,4
загадка,квест,1.2,1,3
загадка,улыбка,1.12,1,2
загадка,луна,1.12,1,2
загадка,задача,1.12,2,1
загадочность,тайна,1.12,2,1
загар,солнце,16.0,16,16
загар,пляж,10.68,12,17
загар,солярий,5.78,7,6
загар,крем,4.38,10,5
загар,кожа,3.67,4,7
загар,лето,3.0,3,3
загар,море,2.0,6,2
загар,ожог,1.2,3,1
загар,купальник,1.12,2,1
загар,масло,1.12,2,1
загогулина,завиток,2.0,2,2
загогулина,кривая,1.12,2,1
заголовок,название,2.0,2,2
заголовок,газета,1.2,1,3
заголовок,буквица,1.12,2,1
загон,скот,1.29,5,1
заграница,болгария,1.12,1,2
заграница,паспорт,1.12,2,1
загрязнение,экология,2.0,4,2
загс,брак,1.33,1,7
зад,перед,4.31,11,5
зад,багажник,2.0,2,2
зад,корма,2.0,2,2
зад,попа,2.0,6,2
зад,тыл,2.0,2,4
зад,жопа,1.29,5,1
зад,задница,1.12,1,2
задание,задача,2.0,2,3
задание,упражнение,1.12,1,2
задача,решение,15.2,23,17
задача,вопрос,3.86,4,5
задача,ответ,2.73,9,3
задача,цель,2.0,7,2
задача,задание,2.0,3,2
задача,проблема,1.2,1,3
задача,уравнение,1.2,1,3
задача,пример,1.2,3,1
задача,квест,1.12,1,2
задача,учебник,1.12,2,1
задача,упражнение,1.12,1,2
задача,загадка,1.12,1,2
задачи,решения,1.2,3,1
задержка,опоздание,1.12,2,1
задник,передник,1.2,3,1
задница,попа,4.81,6,5
задница,жопа,3.86,4,5
задница,зад,1.12,2,1
задор,веселье,1.12,2,1
задоринка,сучок,1.12,1,2
зажигалка,кремень,3.86,4,5
зажигалка,пламя,3.0,3,3
зажигалка,спички,2.0,2,2
зажигалка,огонь,1.29,5,1
зажигалка,зиппо,1.12,1,2
зажигалка,спичка,1.12,1,2
зажигалка,сигареты,1.12,1,2
зажигалка,огниво,1.12,1,2
зажигание,ключ,1.12,1,2
зазеркалье,алиса,2.0,3,2
зазеркалье,зеркало,1.12,1,2
зазнайка,сноб,1.12,2,1
заинтересованность,интерес,1.2,3,1
зайка,хозяйка,2.0,2,2
зайчик,ушки,1.12,2,1
закалка,сталь,2.73,3,9
закалка,морж,1.2,3,1
закалка,здоровье,1.12,2,1
закалка,прорубь,1.12,2,1
закарпатье,ужгород,1.12,1,2
закат,солнце,6.75,8,7
закат,рассвет,5.78,7,6
закат,вечер,4.38,5,10
закат,море,2.92,4,3
закат,горизонт,2.78,3,7
закат,восход,2.69,3,11
закат,запад,2.0,3,2
закат,романтика,2.0,2,2
закат,красота,1.25,4,1
закат,краски,1.2,1,3
закат,зарево,1.12,2,1
закат,облако,1.12,2,1
заклинание,магия,4.0,4,4
заклинание,волшебник,2.0,3,2
заклинание,маг,2.0,2,2
заклинание,чары,1.12,2,1
заклинание,волшебство,1.12,2,1
заклинание,ведьма,1.12,2,1
заклинание,свиток,1.12,2,1
заключение,вывод,3.67,7,4
заключение,тюрьма,2.73,3,9
заключенные,тюрьма,1.29,5,1
заключённый,камера,1.2,1,3
заключённый,узник,1.12,1,2
заколка,волосы,4.81,6,5
заколка,брошь,1.12,1,2
закон,порядок,6.51,36,9
закон,конституция,6.11,12,7
закон,правило,5.78,7,6
закон,нарушение,5.0,5,5
закон,ньютон,4.45,5,9
закон,право,3.75,4,6
закон,преступление,3.6,4,8
закон,буква,3.0,3,3
закон,суд,2.73,9,3
закон,ом,2.0,3,2
закон,физика,2.0,2,2
закон,джунгли,2.0,3,2
закон,правила,2.0,2,4
закон,дышло,2.0,6,2
закон,свод,2.0,2,4
закон,архимед,2.0,2,5
закон,вор,2.0,2,9
закон,адвокат,2.0,2,2
закон,тюрьма,2.0,2,3
закон,сила,2.0,2,2
закон,кодекс,2.0,7,2
закон,юрист,1.29,1,5
закон,человек,1.29,5,1
закон,исполнение,1.25,4,1
закон,наказание,1.2,3,1
закон,общество,1.12,2,1
закон,притяжение,1.12,1,2
закон,полиция,1.12,1,2
закономерность,случайность,1.25,1,4
закономерность,правило,1.2,3,1
закономерность,совпадение,1.12,1,2
закономерность,логика,1.12,2,1
закономерность,порядок,1.12,1,2
закономерность,последовательность,1.12,1,2
законы,физика,1.12,2,1
закорючка,иероглиф,1.12,1,2
закорючка,символ,1.12,1,2
закоулок,подворотня,1.12,1,2
закрепитель,проявитель,2.0,2,2
закуска,водка,3.38,4,14
закуска,колбаса,2.0,2,2
закуска,пиво,2.0,2,2
закуска,огурец,1.25,4,1
закуска,холодец,1.12,1,2
зал,акт,3.0,3,3
зал,ожидание,2.0,2,3
зал,кино,2.0,2,3
зал,аудитория,2.0,2,3
зал,бал,1.29,5,1
зал,помещение,1.12,2,1
зал,театр,1.12,2,1
зал,комната,1.12,2,1
залив,море,2.0,3,2
залив,пролив,1.12,1,2
залив,лиман,1.12,2,1
залог,ломбард,2.0,2,4
залп,выстрел,1.25,1,4
заметка,статья,1.2,3,1
заметка,газета,1.12,2,1
замечание,дневник,1.2,1,3
замкнутость,круг,2.0,3,2
замкнутость,пространство,1.2,3,1
замкнутость,аутизм,1.12,1,2
замок,ключ,14.64,16,15
замок,крепость,9.0,9,9
замок,дверь,5.91,7,14
замок,средневековье,2.81,6,3
замок,песок,2.0,2,8
замок,дворец,2.0,2,6
замок,рыцарь,2.0,6,2
замок,амбар,2.0,2,4
замок,ров,2.0,2,2
замок,башня,2.0,2,3
замок,кафка,2.0,2,4
замок,принцесса,1.33,7,1
замок,ворота,1.31,1,6
замок,скважина,1.25,4,1
замок,защита,1.2,3,1
замок,отмычка,1.2,3,1
замок,щеколда,1.12,2,1
замок,тайна,1.12,1,2
замок,сейф,1.12,1,2
замок,щелчок,1.12,1,2
замысел,идея,1.25,4,1
замысел,творец,1.12,1,2
занавес,театр,3.0,3,3
занавес,сцена,1.25,1,4
занавес,портьера,1.12,2,1
занавески,шторы,1.25,1,4
занзибар,африка,1.12,2,1
зануда,ботаник,1.12,1,2
зануда,педант,1.12,1,2
занятие,дело,4.67,5,7
занятие,урок,1.29,1,5
занятие,секс,1.12,1,2
занятие,деятельность,1.12,1,2
занятия,школа,1.29,5,1
занятия,спорт,1.12,2,1
занятия,учёба,1.12,1,2
занятость,дело,1.2,1,3
занятость,работа,1.12,2,1
запад,восток,4.2,5,13
запад,закат,2.0,2,3
запад,вестерн,1.2,3,1
западня,ловушка,4.0,4,4
западня,засада,2.0,2,2
западня,капкан,2.0,3,2
запах,вонь,20.24,23,21
запах,аромат,15.6,41,20
запах,нюх,5.78,7,6
запах,пот,5.6,8,6
запах,цветы,4.67,7,5
запах,обоняние,4.55,8,5
запах,нос,4.2,13,5
запах,роза,2.92,3,4
запах,цветок,2.86,3,5
запах,парфюмерия,2.0,2,2
запах,амбре,2.0,3,2
запах,гарь,2.0,2,2
запах,вкус,2.0,2,3
запах,кофе,2.0,2,4
запах,свежесть,2.0,2,3
запах,духи,2.0,20,2
запах,весна,2.0,4,2
запах,хвоя,1.31,1,6
запах,краска,1.25,1,4
запах,скунс,1.2,1,3
запах,сено,1.2,1,3
запах,воздух,1.12,1,2
запах,волосы,1.12,1,2
запах,кожа,1.12,1,2
запах,говно,1.12,1,2
запах,цвет,1.12,1,2
запах,парфюм,1.12,1,2
записка,письмо,1.12,2,1
запись,дневник,2.0,3,2
запись,воспроизведение,2.0,3,2
запись,плёнка,1.2,3,1
запись,магнитофон,1.12,2,1
запись,блокнот,1.12,1,2
запись,аудио,1.12,2,1
запись,журнал,1.12,2,1
запись,диктофон,1.12,1,2
запись,фонограмма,1.12,1,2
запись,блог,1.12,2,1
заплатка,дырка,1.12,1,2
заповеди,религия,1.12,2,1
заповедь,библия,1.12,2,1
запой,водка,1.12,2,1
запонка,пуговица,1.2,1,3
запонка,манжета,1.12,1,2
запор,клизма,1.25,1,4
запор,слабительное,1.12,2,1
заправка,бензин,9.69,10,11
заправка,топливо,1.2,3,1
заправка,машина,1.12,2,1
заправка,салат,1.12,2,1
запрет,табу,9.0,9,9
запрет,вето,2.86,3,5
запрет,ограничение,1.25,1,4
запрещение,табу,1.2,3,1
запруда,пруд,1.12,1,2
запуск,ракета,2.92,4,3
запуск,старт,2.0,2,2
запуск,космос,1.12,1,2
запястье,кисть,1.12,2,1
запястье,рука,1.12,1,2
запястье,часы,1.12,1,2
запятая,точка,4.7,6,21
запятая,пунктуация,2.92,4,3
запятая,предложение,1.12,1,2
запятая,знак,1.12,1,2
запятая,точки,1.12,1,2
запятая,тире,1.12,2,1
зараза,болезнь,3.0,3,3
зараза,инфекция,2.0,2,5
зараза,вирус,2.0,2,2
зарево,закат,1.12,1,2
зарево,марево,1.12,2,1
зарево,заря,1.12,1,2
зарисовка,эскиз,1.12,2,1
зарница,игра,1.12,2,1
заросли,кусты,2.0,3,2
заросли,джунгли,1.2,3,1
заросли,трава,1.12,2,1
заросли,растительность,1.12,1,2
заросль,поросль,1.2,3,1
зарплата,деньги,9.43,12,10
зарплата,получка,3.86,5,4
зарплата,аванс,3.75,6,4
зарплата,работа,2.0,2,19
зарплата,премия,2.0,2,2
зарплата,оклад,2.0,2,7
зарплата,конверт,1.12,2,1
заря,утро,3.86,5,4
заря,восход,2.0,2,3
заря,рассвет,2.0,4,2
заря,зарево,1.12,2,1
заря,восток,1.12,2,1
заря,свет,1.12,2,1
заряд,энергия,2.0,5,2
заряд,электричество,2.0,2,3
заряд,снаряд,2.0,2,3
заряд,электрон,2.0,7,2
заряд,бодрость,1.29,5,1
заряд,батарейка,1.25,1,4
заряд,аккумулятор,1.2,1,3
заряд,потенциал,1.12,2,1
зарядка,утро,6.55,9,7
зарядка,здоровье,2.86,3,5
зарядка,аккумулятор,2.0,4,2
зарядка,телефон,1.36,9,1
зарядка,бодрость,1.25,4,1
зарядка,гимнастика,1.12,2,1
зарядка,упражнение,1.12,2,1
зарядка,спорт,1.12,1,2
засада,западня,2.0,2,2
заседание,парламент,2.0,2,2
заседатели,присяжные,2.0,2,5
заседатель,присяжный,1.12,1,2
заслонка,печь,1.25,4,1
заслуга,медаль,2.0,3,2
засов,дверь,1.25,4,1
засов,щеколда,1.12,1,2
засов,ворота,1.12,1,2
засос,поцелуй,1.2,1,3
засос,синяк,1.12,2,1
застенчивость,скромность,3.0,3,3
застенчивость,неуверенность,1.2,1,3
застенчивость,смущение,1.12,2,1
застолье,стол,1.12,1,2
застёжка,лифчик,1.25,1,4
застёжка,молния,1.2,3,1
застёжка,пуговица,1.12,1,2
застёжка,бюстгальтер,1.12,1,2
затейник,массовик,1.2,3,1
затмение,солнце,4.45,9,5
затмение,луна,3.86,4,5
затор,пробка,1.2,3,1
заточение,темница,2.0,4,2
заточение,тюрьма,2.0,4,2
затычка,пробка,1.12,1,2
заусенец,ноготь,1.2,3,1
заусенцы,ножницы,1.2,3,1
захват,власть,1.12,2,1
захоронения,кладбище,1.12,2,1
зачатие,секс,2.0,3,2
зачатие,рождение,1.12,2,1
зачёт,сессия,3.86,4,5
зачёт,экзамен,2.78,3,7
зачёт,зачётка,1.25,4,1
зачёт,автомат,1.2,1,3
зачёт,институт,1.12,1,2
зачёт,студент,1.12,1,2
зачётка,сессия,2.92,3,4
зачётка,студент,2.0,2,3
зачётка,зачёт,1.25,1,4
зачётка,халява,1.12,2,1
защита,нападение,5.6,8,6
защита,броня,4.81,5,6
защита,оборона,3.67,4,7
защита,атака,3.55,4,9
защита,щит,3.3,18,4
защита,презерватив,2.71,3,10
защита,диссертация,2.0,2,2
защита,крепость,2.0,2,3
защита,адвокат,2.0,5,2
защита,каска,2.0,3,2
защита,зонт,1.29,1,5
защита,доспехи,1.29,1,5
защита,антивирус,1.29,5,1
защита,замок,1.2,1,3
защита,блок,1.2,3,1
защита,безопасность,1.2,1,3
защита,крыша,1.2,1,3
защита,взлом,1.2,3,1
защита,охрана,1.12,2,1
защита,стена,1.12,1,2
защита,угроза,1.12,1,2
защита,удар,1.12,1,2
защита,бронежилет,1.12,1,2
защитник,отечество,1.12,2,1
заяц,волк,12.5,34,16
заяц,кролик,6.11,12,7
заяц,уши,4.81,5,6
заяц,морковь,2.92,3,4
заяц,капуста,2.0,2,3
заяц,трус,2.0,7,2
заяц,лиса,1.29,1,5
заяц,русак,1.25,4,1
заяц,морковка,1.25,1,4
заяц,тулуп,1.2,1,3
заяц,хвост,1.12,1,2
заяц,животное,1.12,2,1
звание,чин,2.92,3,4
звание,ранг,2.81,3,6
звание,генерал,2.0,2,2
звание,полковник,2.0,2,2
звание,погоны,2.0,2,2
звание,майор,1.2,1,3
звание,капитан,1.2,3,1
звание,должность,1.12,2,1
звание,сержант,1.12,2,1
звание,армия,1.12,1,2
звезда,солнце,20.16,27,62
звезда,космос,9.69,11,10
звезда,планета,6.23,11,7
звезда,ночь,4.45,5,9
звезда,свет,3.86,5,4
звезда,галактика,3.75,6,4
звезда,вселенная,3.75,4,6
звезда,мерцание,3.0,3,3
звезда,сверхновая,2.92,3,4
звезда,путь,2.92,4,3
звезда,небо,2.65,15,3
звезда,надежда,2.0,2,2
звезда,вспышка,2.0,2,2
звезда,яркость,2.0,3,2
звезда,бетельгейзе,2.0,2,2
звезда,орбита,2.0,3,2
звезда,луч,1.25,1,4
звезда,сириус,1.2,3,1
звезда,кремль,1.2,1,3
звезда,море,1.2,1,3
звезда,ёлка,1.2,1,3
звезда,альтаир,1.2,3,1
звезда,денеб,1.12,2,1
звезда,астра,1.12,1,2
звезда,знак,1.12,1,2
звезда,майор,1.12,1,2
звезда,герой,1.12,1,2
звезда,пять,1.12,1,2
звезда,огонь,1.12,1,2
звезда,рубин,1.12,2,1
звезда,орден,1.12,1,2
звезда,аделаида,1.12,1,2
звезда,волхвы,1.12,2,1
звезда,вечер,1.12,1,2
звезда,альдебаран,1.12,1,2
звезда,ориентир,1.12,1,2
звезда,стелла,1.12,1,2
звезда,телескоп,1.12,2,1
звезда,вега,1.12,1,2
звезда,шар,1.12,2,1
звездочка,октябрёнок,1.25,1,4
звездочки,небо,1.2,3,1
звездочёт,евстигнеев,1.12,1,2
звездочёт,колпак,1.12,1,2
звено,цепь,7.0,7,7
звери,лес,3.75,6,4
звери,зоопарк,2.92,4,3
звери,люди,2.73,3,9
звери,животные,2.73,3,9
звери,птицы,2.0,4,2
звери,ковчег,1.2,1,3
зверобой,трава,1.29,5,1
зверобой,растение,1.12,1,2
зверь,животное,8.0,10,22
зверь,волк,5.78,7,6
зверь,лев,3.0,3,3
зверь,хищник,2.86,5,3
зверь,медведь,2.0,6,2
зверь,птица,2.0,5,2
зверь,лес,2.0,6,2
зверь,охота,1.2,1,3
зверь,лиса,1.2,3,1
зверь,тигр,1.2,3,1
зверь,мех,1.2,1,3
зверь,зубы,1.12,2,1
зверь,человек,1.12,1,2
зверь,дверь,1.12,1,2
зверёк,хорёк,2.0,2,2
зверёк,мех,1.2,3,1
зверёк,енот,1.2,1,3
зверёк,бурундук,1.2,1,3
зверёк,белка,1.12,2,1
зверёк,песец,1.12,1,2
звон,колокол,9.58,17,11
звон,звук,2.81,3,6
звон,колокола,2.78,3,7
